Serial Number,ESN,Static IP Address,Location ID,Model ,Connection Status,Last Connected Timestamp,Confirm Connection 4/24,Username
624260,F616F117,10.56.81.91,,Systech 7310,Active,No connections in last 3 months,NO,3124378358@uscc.net
624252,F616F086,10.56.80.68,,Systech 7310,Active,No connections in last 3 months,NO,3124378321@uscc.net
624592,F616E9AE,10.56.88.3,,Systech 7310,Active,No connections in last 3 months,NO,3124379038@uscc.net
621998,F616EF7C,10.56.80.73,,Systech 7310,Active,No connections in last 3 months,NO,3124378291@uscc.net
621674,F616F12C,10.56.54.95,,Systech 7310,Active,2/22/2018 17:19,NO,3124378273@uscc.net
621725,F616F130,10.56.80.87,,Systech 7310,Active,No connections in last 3 months,NO,3124378271@uscc.net
620042,F616E9E4,10.56.81.53,,Systech 7310,Active,No connections in last 3 months,NO,3124379050@uscc.net
624575,F616E9EE,10.56.59.96,,Systech 7310,Active,3/8/2018 5:38,NO,3124379055@uscc.net
620092,F616E9F2,10.56.58.220,,Systech 7310,Active,12/28/2017 3:06,NO,3124379058@uscc.net
621743,F616F132,10.56.80.95,,Systech 7310,Active,No connections in last 3 months,NO,3124378269@uscc.net
621687,F616F139,10.56.81.142,,Systech 7310,Active,No connections in last 3 months,NO,3124378260@uscc.net
620022,F616F10D,10.56.80.69,,Systech 7310,Active,No connections in last 3 months,NO,3124378249@uscc.net
621741,F616F13D,10.56.2.104,,Systech 7310,Active,No connections in last 3 months,NO,3124378245@uscc.net
620021,F616F0AB,10.56.81.210,,Systech 7310,Active,No connections in last 3 months,NO,3124378243@uscc.net
621787,F616E979,10.56.80.107,,Systech 7310,Active,3/7/2018 9:41,NO,3124379079@uscc.net
620037,F616EF76,10.56.88.81,,Systech 7310,Active,No connections in last 3 months,NO,3124378232@uscc.net
621799,F616E966,10.56.80.81,,Systech 7310,Active,No connections in last 3 months,NO,3124376704@uscc.net
621691,F616F032,10.56.81.10,,Systech 7310,Active,No connections in last 3 months,NO,3124378211@uscc.net
624220,F616E94D,10.56.80.99,,Systech 7310,Active,No connections in last 3 months,NO,3124376709@uscc.net
621733,F616EF6D,10.56.2.97,,Systech 7310,Active,No connections in last 3 months,NO,3124378208@uscc.net
621712,F616EF5A,10.56.81.138,,Systech 7310,Active,No connections in last 3 months,NO,3124378199@uscc.net
620001,F616EF9B,10.56.80.104,,Systech 7310,Active,No connections in last 3 months,NO,3124378195@uscc.net
621783,F616EA49,10.56.80.86,,Systech 7310,Active,No connections in last 3 months,NO,3124376727@uscc.net
621677,F616F014,10.56.58.144,,Systech 7310,Active,No connections in last 3 months,NO,3124378169@uscc.net
620036,F616F01C,10.56.81.41,,Systech 7310,Active,No connections in last 3 months,NO,3124378168@uscc.net
621660,F616F02A,10.56.81.49,,Systech 7310,Active,No connections in last 3 months,NO,3124378161@uscc.net
621640,F616F125,10.56.59.34,,Systech 7310,Active,No connections in last 3 months,NO,3124378157@uscc.net
621497,F616F0EC,10.56.81.157,,Systech 7310,Active,No connections in last 3 months,NO,3124378154@uscc.net
621461,F616F11E,10.56.88.7,,Systech 7310,Active,No connections in last 3 months,NO,3124378144@uscc.net
621546,F616F0AF,10.56.58.240,,Systech 7310,Active,No connections in last 3 months,NO,3124378126@uscc.net
621802,F616E971,10.56.81.144,,Systech 7310,Active,No connections in last 3 months,NO,3124376762@uscc.net
621654,F616E950,10.56.80.151,,Systech 7310,Active,No connections in last 3 months,NO,3124376767@uscc.net
621757,F616E98B,10.56.80.154,,Systech 7310,Active,No connections in last 3 months,NO,3124376769@uscc.net
621527,F616F090,10.56.81.152,,Systech 7310,Active,No connections in last 3 months,NO,3124378116@uscc.net
621462,F616F0B6,10.56.59.17,,Systech 7310,Active,No connections in last 3 months,NO,3124378113@uscc.net
621561,F616F088,10.56.88.65,,Systech 7310,Active,No connections in last 3 months,NO,3124378075@uscc.net
621754,F616E986,10.56.80.150,,Systech 7310,Active,2/1/2018 13:52,NO,3124376779@uscc.net
621416,F616F0BC,10.56.88.99,,Systech 7310,Active,No connections in last 3 months,NO,3124378073@uscc.net
621662,F616EA4D,10.56.80.78,,Systech 7310,Active,No connections in last 3 months,NO,3124376793@uscc.net
621108,F616ED9D,10.56.80.39,,Systech 7310,Active,No connections in last 3 months,NO,3124378027@uscc.net
621126,F616ED87,10.56.80.136,,Systech 7310,Active,No connections in last 3 months,NO,3124378018@uscc.net
621143,F616ED7E,10.56.2.175,,Systech 7310,Active,No connections in last 3 months,NO,3124378017@uscc.net
620236,F616EA1F,10.56.58.201,,Systech 7310,Active,No connections in last 3 months,NO,3124376803@uscc.net
620229,F616EA1A,10.56.58.196,,Systech 7310,Active,No connections in last 3 months,NO,3124376804@uscc.net
621135,F616ED86,10.56.58.236,,Systech 7310,Active,No connections in last 3 months,NO,3124377997@uscc.net
620220,F616EA09,10.56.88.53,,Systech 7310,Active,No connections in last 3 months,NO,3124376810@uscc.net
621058,F616EDA0,10.56.2.28,,Systech 7310,Active,No connections in last 3 months,NO,3124377985@uscc.net
620264,F616EA6F,10.56.81.212,,Systech 7310,Active,No connections in last 3 months,NO,3124376817@uscc.net
621095,F616ED20,10.56.2.48,,Systech 7310,Active,No connections in last 3 months,NO,3124377976@uscc.net
621119,F616ED7B,10.56.80.24,,Systech 7310,Active,No connections in last 3 months,NO,3124377968@uscc.net
620181,F616E9F9,10.56.58.150,,Systech 7310,Active,No connections in last 3 months,NO,3124376831@uscc.net
621068,F616ED9F,10.56.1.232,,Systech 7310,Active,No connections in last 3 months,NO,3124377963@uscc.net
621158,F616EDA1,10.56.2.168,,Systech 7310,Active,No connections in last 3 months,NO,3124377962@uscc.net
620251,F616EA35,10.56.58.209,,Systech 7310,Active,No connections in last 3 months,NO,3124376839@uscc.net
621133,F616ED8E,10.56.1.233,,Systech 7310,Active,No connections in last 3 months,NO,3124377960@uscc.net
621132,F616ED84,10.56.80.21,,Systech 7310,Active,No connections in last 3 months,NO,3124377954@uscc.net
621057,F616ED88,10.56.80.23,,Systech 7310,Active,No connections in last 3 months,NO,3124377951@uscc.net
620275,F616EA0D,10.56.54.57,,Systech 7310,Active,No connections in last 3 months,NO,3124376848@uscc.net
621114,F616ED5E,10.56.2.84,,Systech 7310,Active,No connections in last 3 months,NO,3124377942@uscc.net
621098,F616EDC7,10.56.2.167,,Systech 7310,Active,No connections in last 3 months,NO,7738798098@uscc.net
621141,F616EDC5,10.56.2.100,,Systech 7310,Active,No connections in last 3 months,NO,3124377917@uscc.net
620061,F616EC53,10.56.58.213,,Systech 7310,Active,No connections in last 3 months,NO,3124377916@uscc.net
620179,F616EC61,10.56.81.23,,Systech 7310,Active,No connections in last 3 months,NO,3124377912@uscc.net
620141,F616EC18,10.56.81.68,,Systech 7310,Active,No connections in last 3 months,NO,3124377874@uscc.net
620162,F616EC09,10.56.81.36,,Systech 7310,Active,No connections in last 3 months,NO,3124377865@uscc.net
620234,F616EAC2,10.56.81.61,,Systech 7310,Active,No connections in last 3 months,NO,3124376864@uscc.net
620267,F616EAB4,10.56.81.59,,Systech 7310,Active,No connections in last 3 months,NO,3124376867@uscc.net
620245,F616EAB5,10.56.81.24,,Systech 7310,Active,No connections in last 3 months,NO,3124376870@uscc.net
620271,F616EAB6,10.56.59.49,,Systech 7310,Active,No connections in last 3 months,NO,3124376871@uscc.net
620239,F616EAD2,10.56.54.42,,Systech 7310,Active,No connections in last 3 months,NO,3124376872@uscc.net
620265,F616EAA2,10.56.59.72,,Systech 7310,Active,No connections in last 3 months,NO,3124376873@uscc.net
620276,F616EAA1,10.56.59.71,,Systech 7310,Active,No connections in last 3 months,NO,3124376875@uscc.net
620102,F616EC42,10.56.59.97,,Systech 7310,Active,No connections in last 3 months,NO,3124377855@uscc.net
620171,F616EBC6,10.56.81.84,,Systech 7310,Active,No connections in last 3 months,NO,3124377853@uscc.net
620223,F616EA47,10.56.58.197,,Systech 7310,Active,No connections in last 3 months,NO,3124376889@uscc.net
620060,F616EC3F,10.56.1.245,,Systech 7310,Active,No connections in last 3 months,NO,3124377852@uscc.net
620237,F616EA31,10.56.58.208,,Systech 7310,Active,No connections in last 3 months,NO,3124376894@uscc.net
620165,F616EC13,10.56.58.200,,Systech 7310,Active,No connections in last 3 months,NO,3124377813@uscc.net
620080,F616EC03,10.56.81.34,,Systech 7310,Active,No connections in last 3 months,NO,3124377806@uscc.net
620071,F616EC0F,10.56.88.28,,Systech 7310,Active,No connections in last 3 months,NO,3124377803@uscc.net
620238,F616EA5C,10.56.58.210,,Systech 7310,Active,No connections in last 3 months,NO,3124376905@uscc.net
620243,F616EA60,10.56.58.159,,Systech 7310,Active,No connections in last 3 months,NO,3124376906@uscc.net
620285,F616EA7C,10.56.81.206,,Systech 7310,Active,No connections in last 3 months,NO,3124376907@uscc.net
620217,F616EAAA,10.56.81.62,,Systech 7310,Active,No connections in last 3 months,NO,3124376910@uscc.net
620173,F616EC0C,10.56.81.170,,Systech 7310,Active,No connections in last 3 months,NO,3124377801@uscc.net
620112,F616EC5A,10.56.59.22,,Systech 7310,Active,No connections in last 3 months,NO,3124377794@uscc.net
629455,F616EA79,10.56.88.127,,Systech 7310,Active,No connections in last 3 months,NO,3124376985@uscc.net
629449,F616EA92,10.56.88.121,,Systech 7310,Active,No connections in last 3 months,NO,3124376994@uscc.net
620100,F616EC3A,10.56.81.103,,Systech 7310,Active,1/15/2018 20:32,NO,3124377792@uscc.net
621930,F616EEB7,10.56.81.95,,Systech 7310,Active,No connections in last 3 months,NO,3124377750@uscc.net
621810,F616E919,10.56.81.44,,Systech 7310,Active,No connections in last 3 months,NO,3124373629@uscc.net
622010,F616EE90,10.56.81.225,,Systech 7310,Active,No connections in last 3 months,NO,3124377737@uscc.net
622046,F616EE92,10.56.81.198,,Systech 7310,Active,No connections in last 3 months,NO,3124377717@uscc.net
621950,F616EEE5,10.56.81.211,,Systech 7310,Active,No connections in last 3 months,NO,3124377695@uscc.net
621816,F616E8F4,10.56.81.180,,Systech 7310,Active,No connections in last 3 months,NO,3124373642@uscc.net
621944,F616EED0,10.56.81.203,,Systech 7310,Active,3/4/2018 5:06,NO,3124377687@uscc.net
621818,F616E8F7,10.56.88.83,,Systech 7310,Active,No connections in last 3 months,NO,3124373652@uscc.net
621827,F616EB3B,10.56.81.47,,Systech 7310,Active,No connections in last 3 months,NO,3124373664@uscc.net
621906,F616E901,10.56.81.94,,Systech 7310,Active,No connections in last 3 months,NO,3124373668@uscc.net
621813,F616E900,10.56.81.172,,Systech 7310,Active,No connections in last 3 months,NO,3124373669@uscc.net
621815,F616E8E9,10.56.58.215,,Systech 7310,Active,No connections in last 3 months,NO,3124373672@uscc.net
621829,F616E946,10.56.59.58,,Systech 7310,Active,No connections in last 3 months,NO,3124373680@uscc.net
622017,F616EE9E,10.56.80.147,,Systech 7310,Active,No connections in last 3 months,NO,3124377677@uscc.net
621895,F616E938,10.56.81.46,,Systech 7310,Active,No connections in last 3 months,NO,3124373689@uscc.net
621843,F616E8FC,10.56.81.93,,Systech 7310,Active,No connections in last 3 months,NO,3124373690@uscc.net
621908,F616E917,10.56.88.77,,Systech 7310,Active,No connections in last 3 months,NO,3124373693@uscc.net
621842,F616E91A,10.56.81.178,,Systech 7310,Active,No connections in last 3 months,NO,3124373694@uscc.net
621433,F616EE77,10.56.58.169,,Systech 7310,Active,No connections in last 3 months,NO,3124377649@uscc.net
621826,F616EB1C,10.56.81.143,,Systech 7310,Active,No connections in last 3 months,NO,3124373716@uscc.net
622009,F616EB28,10.56.81.171,,Systech 7310,Active,No connections in last 3 months,NO,3124373735@uscc.net
621407,F616EE6A,10.56.80.8,,Systech 7310,Active,No connections in last 3 months,NO,3124377642@uscc.net
621403,F616EE6D,10.56.80.137,,Systech 7310,Active,No connections in last 3 months,NO,3124377636@uscc.net
621361,F616EE4C,10.56.80.91,,Systech 7310,Active,No connections in last 3 months,NO,3124377627@uscc.net
621162,F616EB08,10.56.2.82,,Systech 7310,Active,No connections in last 3 months,NO,3124373758@uscc.net
621157,F616EB01,10.56.81.153,,Systech 7310,Active,No connections in last 3 months,NO,3124373759@uscc.net
621190,F616EAFE,10.56.2.51,,Systech 7310,Active,No connections in last 3 months,NO,3124373763@uscc.net
621313,F616EE48,10.56.1.239,,Systech 7310,Active,12/20/2017 14:46,NO,3124377621@uscc.net
621193,F616EAF8,10.56.2.174,,Systech 7310,Active,No connections in last 3 months,NO,3124373765@uscc.net
621424,F616EE39,10.56.80.15,,Systech 7310,Active,No connections in last 3 months,NO,3124377613@uscc.net
621386,F616EDB9,10.56.80.88,,Systech 7310,Active,1/5/2018 2:36,NO,3124377609@uscc.net
621353,F616EE1F,10.56.2.77,,Systech 7310,Active,No connections in last 3 months,NO,3124377601@uscc.net
621537,F616EE71,10.56.58.243,,Systech 7310,Active,No connections in last 3 months,NO,3124377593@uscc.net
621397,F616EE6B,10.56.58.43,,Systech 7310,Active,No connections in last 3 months,NO,3124377592@uscc.net
621406,F616EE62,10.56.58.244,,Systech 7310,Active,No connections in last 3 months,NO,3124377587@uscc.net
621319,F616EE61,10.56.81.159,,Systech 7310,Active,No connections in last 3 months,NO,3124377584@uscc.net
621249,F616EB2E,10.56.58.171,,Systech 7310,Active,No connections in last 3 months,NO,3124373814@uscc.net
621389,F616EE5D,10.56.2.83,,Systech 7310,Active,No connections in last 3 months,NO,3124377570@uscc.net
621481,F616EE3B,10.56.80.144,,Systech 7310,Active,No connections in last 3 months,NO,3124377564@uscc.net
621226,F616EB70,10.56.1.238,,Systech 7310,Active,2/1/2018 15:10,NO,3124373819@uscc.net
621171,F616EB40,10.56.88.100,,Systech 7310,Active,No connections in last 3 months,NO,3124373821@uscc.net
621415,F616EDBC,10.56.80.25,,Systech 7310,Active,2/26/2018 22:43,NO,3124377561@uscc.net
621234,F616EB54,10.56.59.92,,Systech 7310,Active,No connections in last 3 months,NO,3124373827@uscc.net
621436,F616EDBB,10.56.80.13,,Systech 7310,Active,No connections in last 3 months,NO,3124377547@uscc.net
621383,F616EE3D,10.56.59.32,,Systech 7310,Active,No connections in last 3 months,NO,3124377546@uscc.net
621626,F616EDD7,10.56.80.14,,Systech 7310,Active,No connections in last 3 months,NO,3124377380@uscc.net
621233,F616EB62,10.56.80.139,,Systech 7310,Active,No connections in last 3 months,NO,3124373837@uscc.net
621551,F616EDDA,10.56.80.97,,Systech 7310,Active,No connections in last 3 months,NO,3124377379@uscc.net
621207,F616EB6A,10.56.88.105,,Systech 7310,Active,No connections in last 3 months,NO,3124373844@uscc.net
621500,F616EDCC,10.56.88.104,,Systech 7310,Active,No connections in last 3 months,NO,3124377369@uscc.net
621183,F616EB7C,10.56.2.79,,Systech 7310,Active,No connections in last 3 months,NO,3124373846@uscc.net
621156,F616EB09,10.56.59.91,,Systech 7310,Active,No connections in last 3 months,NO,3124373851@uscc.net
621621,F616EDAD,10.56.59.84,,Systech 7310,Active,No connections in last 3 months,NO,3124377349@uscc.net
621152,F616EB11,10.56.88.13,,Systech 7310,Active,No connections in last 3 months,NO,3124373853@uscc.net
621727,F616ED5C,10.56.59.81,,Systech 7310,Active,1/9/2018 11:06,NO,3124377347@uscc.net
621517,F616ED69,10.56.81.245,,Systech 7310,Active,No connections in last 3 months,NO,3124377341@uscc.net
621629,F616ED5F,10.56.59.86,,Systech 7310,Active,No connections in last 3 months,NO,3124377332@uscc.net
621582,F616EDEB,10.56.88.11,,Systech 7310,Active,No connections in last 3 months,NO,3124377325@uscc.net
621573,F616ED0B,10.56.88.106,,Systech 7310,Active,No connections in last 3 months,NO,3124377323@uscc.net
621255,F616EB71,10.56.59.36,,Systech 7310,Active,No connections in last 3 months,NO,3124373872@uscc.net
621265,F616EB27,10.56.88.102,,Systech 7310,Active,No connections in last 3 months,NO,3124373873@uscc.net
621246,F616EB4F,10.56.2.150,,Systech 7310,Active,No connections in last 3 months,NO,3124373874@uscc.net
621276,F616EB42,10.56.80.45,,Systech 7310,Active,No connections in last 3 months,NO,3124373875@uscc.net
621630,F616EE15,10.56.2.102,,Systech 7310,Active,No connections in last 3 months,NO,3124377321@uscc.net
621588,F616EE06,10.56.2.147,,Systech 7310,Active,No connections in last 3 months,NO,3124377302@uscc.net
621300,F616EBFA,10.56.80.135,,Systech 7310,Active,No connections in last 3 months,NO,3124373883@uscc.net
621474,F616EB67,10.56.58.186,,Systech 7310,Active,No connections in last 3 months,NO,3124373884@uscc.net
621644,F616EDBD,10.56.80.9,,Systech 7310,Active,No connections in last 3 months,NO,3124377298@uscc.net
621552,F616EDD8,10.56.80.143,,Systech 7310,Active,2/3/2018 17:09,NO,3124377297@uscc.net
621567,F616EDCF,10.56.80.140,,Systech 7310,Active,No connections in last 3 months,NO,3124377295@uscc.net
621303,F616EB61,10.56.81.155,,Systech 7310,Active,12/18/2017 10:10,NO,3124373891@uscc.net
621735,F616ED67,10.56.58.44,,Systech 7310,Active,No connections in last 3 months,NO,3124377294@uscc.net
621326,F616EB84,10.56.59.77,,Systech 7310,Active,No connections in last 3 months,NO,3124373894@uscc.net
621269,F616EB7F,10.56.59.15,,Systech 7310,Active,No connections in last 3 months,NO,3124373903@uscc.net
621636,F616EE17,10.56.52.49,TD230322,Systech 7310,Active,No connections in last 3 months,NO,3124377275@uscc.net
620415,F616ED54,10.56.2.181,,Systech 7310,Active,No connections in last 3 months,NO,3124377251@uscc.net
621273,F616EB8F,10.56.80.46,,Systech 7310,Active,No connections in last 3 months,NO,3124373915@uscc.net
621311,F616EB98,10.56.59.78,,Systech 7310,Active,No connections in last 3 months,NO,3124373918@uscc.net
619838,F616ED2F,10.56.80.7,,Systech 7310,Active,No connections in last 3 months,NO,3124377231@uscc.net
621270,F616EB3E,10.56.80.133,,Systech 7310,Active,No connections in last 3 months,NO,3124373923@uscc.net
619853,F616ED27,10.56.2.22,,Systech 7310,Active,No connections in last 3 months,NO,3124377228@uscc.net
619847,F616ED25,10.56.1.222,,Systech 7310,Active,No connections in last 3 months,NO,3124377224@uscc.net
619891,F616ED10,10.56.80.5,,Systech 7310,Active,No connections in last 3 months,NO,3124377220@uscc.net
621281,F616EBEC,10.56.80.128,,Systech 7310,Active,No connections in last 3 months,NO,3124373944@uscc.net
619833,F616ED00,10.56.80.59,,Systech 7310,Active,No connections in last 3 months,NO,3124377213@uscc.net
620418,F616ECC1,10.56.1.225,,Systech 7310,Active,No connections in last 3 months,NO,3124377198@uscc.net
619890,F616ECF3,10.56.2.199,,Systech 7310,Active,No connections in last 3 months,NO,3124377197@uscc.net
619883,F616ECA6,10.56.1.220,,Systech 7310,Active,No connections in last 3 months,NO,3124377195@uscc.net
619915,F616ED44,10.56.0.101,,Systech 7310,Active,No connections in last 3 months,NO,3124377179@uscc.net
619886,F616ED3E,10.56.2.116,,Systech 7310,Active,No connections in last 3 months,NO,3124377178@uscc.net
619870,F616ED15,10.56.58.47,,Systech 7310,Active,No connections in last 3 months,NO,3124377168@uscc.net
619917,F616ED12,10.56.2.124,,Systech 7310,Active,No connections in last 3 months,NO,3124377167@uscc.net
621272,F616EBBB,10.56.80.92,,Systech 7310,Active,No connections in last 3 months,NO,3124373965@uscc.net
619903,F616ECF8,10.56.1.244,,Systech 7310,Active,No connections in last 3 months,NO,3124377160@uscc.net
621347,F616EBB7,10.56.58.238,,Systech 7310,Active,No connections in last 3 months,NO,3124373971@uscc.net
619868,F616ECF9,10.56.80.4,,Systech 7310,Active,No connections in last 3 months,NO,3124377158@uscc.net
619863,F616ECC4,10.56.2.189,,Systech 7310,Active,No connections in last 3 months,NO,3124377154@uscc.net
619901,F616ECAC,10.56.1.224,,Systech 7310,Active,No connections in last 3 months,NO,3124377148@uscc.net
619835,F616EC9F,10.56.80.32,,Systech 7310,Active,No connections in last 3 months,NO,3124377147@uscc.net
621327,F616EB9E,10.56.59.79,,Systech 7310,Active,No connections in last 3 months,NO,3124373983@uscc.net
621328,F616EBF8,10.56.80.130,,Systech 7310,Active,No connections in last 3 months,NO,3124373990@uscc.net
619879,F616ECE1,10.56.2.113,,Systech 7310,Active,No connections in last 3 months,NO,3124377143@uscc.net
619858,F616ECBF,10.56.2.10,,Systech 7310,Active,No connections in last 3 months,NO,3124377141@uscc.net
629585,F616EC91,10.56.88.131,,Systech 7310,Active,No connections in last 3 months,NO,3124377067@uscc.net
619902,F616EC7D,10.56.2.143,,Systech 7310,Active,No connections in last 3 months,NO,3124377136@uscc.net
619885,F616ECA0,10.56.2.42,,Systech 7310,Active,No connections in last 3 months,NO,3124377133@uscc.net
642992,F61122DC,10.81.0.246,,Systech 7310VE,Active,No connections in last 3 months,NO,4043548745@vzw3g.com
690857,A10000094262F4,10.60.53.20,,Systech 7700CS,Active,No connections in last 3 months,NO,9174508457@tsp17.sprintpcs.com
687919,A1000009422412,10.60.52.212,,Systech 7700CS,Active,No connections in last 3 months,NO,9172664479@tsp18.sprintpcs.com
687693,A1000009422401,10.60.52.214,,Systech 7700CS,Active,No connections in last 3 months,NO,9172664475@tsp18.sprintpcs.com
687978,A1000009422400,10.60.53.1,,Systech 7700CS,Active,No connections in last 3 months,NO,9172664024@tsp18.sprintpcs.com
687907,A1000009422478,10.60.53.3,,Systech 7700CS,Active,No connections in last 3 months,NO,9172664021@tsp17.sprintpcs.com
687997,A100000942234F,10.60.52.253,,Systech 7700CS,Active,No connections in last 3 months,NO,9172664011@tsp18.sprintpcs.com
675770,A100000941E3FC,10.60.52.89,,Systech 7700CS,Active,No connections in last 3 months,NO,9172663954@tsp17.sprintpcs.com
675728,A100000941E478,10.60.52.85,,Systech 7700CS,Active,No connections in last 3 months,NO,9172663939@tsp18.sprintpcs.com
655034,A1000009410016,10.60.52.119,,Systech 7700CS,Active,No connections in last 3 months,NO,9172663929@tsp17.sprintpcs.com
655053,A10000094100FC,10.60.52.118,,Systech 7700CS,Active,No connections in last 3 months,NO,9172663927@tsp18.sprintpcs.com
655122,A10000094100B3,10.60.52.117,,Systech 7700CS,Active,No connections in last 3 months,NO,9172663925@tsp17.sprintpcs.com
654965,A10000094100EE,10.60.52.116,,Systech 7700CS,Active,No connections in last 3 months,NO,9172663923@tsp18.sprintpcs.com
654963,A1000009410100,10.60.52.115,,Systech 7700CS,Active,No connections in last 3 months,NO,9172663921@tsp17.sprintpcs.com
654583,A1000009410972,10.60.52.113,,Systech 7700CS,Active,No connections in last 3 months,NO,9172663917@tsp17.sprintpcs.com
687902,A1000009422368,10.60.52.87,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631337@tsp18.sprintpcs.com
687896,A1000009422397,10.60.52.82,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631323@tsp17.sprintpcs.com
675802,A100000941E488,10.60.52.151,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631293@tsp18.sprintpcs.com
675783,A100000941E48D,10.60.52.152,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631291@tsp17.sprintpcs.com
675792,A100000941E3F7,10.60.52.148,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631288@tsp18.sprintpcs.com
675803,A100000941E49A,10.60.52.150,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631286@tsp17.sprintpcs.com
675735,A100000941E452,10.60.52.149,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631284@tsp18.sprintpcs.com
675744,A100000941E466,10.60.52.147,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631282@tsp17.sprintpcs.com
675777,A100000941E48E,10.60.52.146,,Systech 7700CS,Active,1/11/2018 17:29,NO,9172631280@tsp18.sprintpcs.com
675807,A100000941E45D,10.60.52.143,,Systech 7700CS,Active,1/5/2018 12:02,NO,9172631274@tsp17.sprintpcs.com
687886,A1000009422376,10.60.52.187,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631237@tsp18.sprintpcs.com
675749,A100000941E45B,10.60.52.132,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631229@tsp18.sprintpcs.com
675487,A100000941F076,10.60.52.127,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631116@tsp17.sprintpcs.com
675535,A100000941F0DB,10.60.52.124,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631102@tsp18.sprintpcs.com
687887,A1000009422365,10.60.52.96,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631220@tsp18.sprintpcs.com
687848,A10000094223EB,10.60.52.95,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631218@tsp17.sprintpcs.com
675496,A100000941F007,10.60.52.141,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631208@tsp18.sprintpcs.com
675631,A100000941F090,10.60.52.142,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631206@tsp17.sprintpcs.com
675580,A100000941F120,10.60.52.135,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631194@tsp17.sprintpcs.com
675785,A100000941E496,10.60.52.193,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631161@tsp18.sprintpcs.com
681890,A100000941E601,10.60.52.186,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631155@tsp17.sprintpcs.com
675713,A100000941E473,10.60.52.88,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631151@tsp17.sprintpcs.com
675546,A100000941F0E8,10.60.52.194,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631145@tsp18.sprintpcs.com
675797,A100000941E3F6,10.60.53.7,,Systech 7700CS,Active,3/4/2018 8:56,NO,9172631051@tsp17.sprintpcs.com
652290,A100000940C736,10.60.53.9,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631028@tsp17.sprintpcs.com
675586,A100000941F0EC,10.60.52.112,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631025@tsp18.sprintpcs.com
675513,A100000941F025,10.60.52.111,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631019@tsp18.sprintpcs.com
675775,A100000941E3F9,10.60.52.163,,Systech 7700CS,Active,No connections in last 3 months,NO,9172438946@tsp17.sprintpcs.com
675752,A100000941E468,10.60.52.165,,Systech 7700CS,Active,No connections in last 3 months,NO,9172438944@tsp18.sprintpcs.com
675468,A100000941F047,10.60.52.166,,Systech 7700CS,Active,No connections in last 3 months,NO,9172438935@tsp17.sprintpcs.com
675611,A100000941F0AF,10.60.52.162,,Systech 7700CS,Active,No connections in last 3 months,NO,9172438925@tsp18.sprintpcs.com
675620,A100000941F096,10.60.52.154,,Systech 7700CS,Active,No connections in last 3 months,NO,9172631114@tsp18.sprintpcs.com
681876,A100000941E590,10.60.52.63,,Systech 7700CS,Active,No connections in last 3 months,NO,9172430724@tsp18.sprintpcs.com
681881,A100000941EFB8,10.60.52.55,,Systech 7700CS,Active,No connections in last 3 months,NO,9172430735@tsp17.sprintpcs.com
681851,A100000941E620,10.60.52.39,,Systech 7700CS,Active,No connections in last 3 months,NO,9172430721@tsp18.sprintpcs.com
681824,A100000941EFE3,10.60.52.37,,Systech 7700CS,Active,No connections in last 3 months,NO,9172430707@tsp18.sprintpcs.com
681842,A100000941EFEF,10.60.52.228,,Systech 7700CS,Active,No connections in last 3 months,NO,9172430645@tsp17.sprintpcs.com
681870,A100000941E61A,10.60.52.17,,Systech 7700CS,Active,No connections in last 3 months,NO,9172430663@tsp17.sprintpcs.com
676823,A100000941EFD4,10.60.52.24,,Systech 7700CS,Active,No connections in last 3 months,NO,9172430646@tsp18.sprintpcs.com
681826,A100000941EFEE,10.60.52.54,,Systech 7700CS,Active,No connections in last 3 months,NO,9172430617@tsp17.sprintpcs.com
681883,A100000941EFCB,10.60.52.48,,Systech 7700CS,Active,No connections in last 3 months,NO,9172430633@tsp18.sprintpcs.com
676852,A100000941D310,10.60.52.32,,Systech 7700CS,Active,No connections in last 3 months,NO,9172611317@tsp18.sprintpcs.com
676845,A100000941EFE8,10.60.52.30,,Systech 7700CS,Active,No connections in last 3 months,NO,9172611331@tsp17.sprintpcs.com
